2087,590,2280,444,2212.00501356106,444,
2088,589,2296,442,2209.799478971813,442,
2088,589,2309,449,2208.178305628822,449,
2088,589,2437,443,2199.994975896036,443,
2092,585,2482,440,2200.2788073501147,440,
2110,576,2504,436,2200.9791749716132,436,
2130,567,2504,434,2200.9791749716132,434,
2137,566,2503,425,2200.939508837304,425,
2137,566,2506,421,2201.0607273617206,421,
2137,566,2514,411,2201.416433130598,411,
2140,563,2522,404,2201.8190580469773,404,
2164,563,2552,399,2203.7405893316322,399,
2176,563,2590,391,2207.0849646076786,391,
2176,563,2623,382,2210.7881086828543,382,
2176,563,2628,379,2211.4123792647606,379,
2176,563,2635,375,2212.313885564671,375,
2180,559,2640,371,2212.977372210108,371,
2193,553,2636,366,2212.4452827288465,366,
2196,552,2639,357,2212.8433759903714,357,
2196,558,2642,357,2213.24730853182,357,
2197,572,2648,361,2214.0726228825115,361,
2197,572,2660,369,2215.79257130722,369,
2197,572,2651,395,2214.4939705245224,395,
2197,572,2610,459,2209.242317888933,459,
2197,590,2571,485,2205.2876038265745,485,
2198,632,2573,503,2205.4650911214258,503,
2198,636,2572,508,2205.3760010819365,508,
2198,636,2568,512,2205.0265755399923,512,
2198,636,2564,546,2204.6882779549355,546,
2198,636,2561,577,2204.441883685037,577,
2202,563,2561,593,2204.441883685037,593,
2205,478,2572,603,2205.3760010819365,603,
2205,451,2609,594,2209.128065225505,594,
2205,450,2596,570,2207.7038222652077,570,
2205,450,2590,438,2207.0849646076786,438,
2214,396,2605,333,2208.6777427502075,333,
2220,346,2609,257,2209.128065225505,257,
2220,335,2614,200,2209.705997105988,200,
2220,335,2634,164,2212.18313975869,164,
2221,332,2693,127,2220.991131364365,127,
2221,315,2726,119,2226.8598042203275,119,
2221,313,2757,118,2232.9640967049495,118,
2219,313,2772,119,2236.1181507472884,119,
2214,408,2775,120,2236.764390858632,120,
2213,504,2719,158,2225.5600142983017,158,
2213,504,2712,168,2224.2896121962604,168,
2209,504,2716,180,2225.011945922502,180,
2203,537,2728,207,2227.236542234907,207,
2202,600,2749,273,2231.334960509577,273,
2202,622,2721,340,2225.9283929476387,340,
2202,623,2670,383,2217.2958214643613,383,
2202,623,2657,399,2215.3539616787625,399,
2202,624,2651,408,2214.4939705245224,408,
2202,642,2650,417,2214.352879255228,417,
2202,656,2649,431,2214.2124298311924,431,
2202,662,2646,442,2213.794938934515,442,
2202,663,2631,456,2211.7948168818775,456,
2202,663,2615,466,2209.82358078945,466,
2202,664,2615,472,2209.82358078945,472,
2202,675,2623,490,2210.7881086828543,490,
2202,678,2622,503,2210.665229178957,503,
2202,678,2603,521,2208.456603596581,521,
2200,678,2580,570,2206.1080626026305,570,
2199,682,2548,610,2203.447240770786,610,
2199,684,2552,635,2203.7405893316322,635,
2199,684,2560,652,2204.361151885376,652,
2199,684,2583,655,2206.3939461129,655,
2202,682,2602,657,2208.347041839257,657,
2214,674,2609,660,2209.128065225505,660,
2231,667,2617,659,2210.0607402535466,659,
2250,659,2621,658,2210.543009385231,658,
2265,650,2622,657,2210.665229178957,657,
2274,644,2645,652,2213.6570631983104,652,
2276,644,2691,633,2220.6567723725666,633,
2276,644,2752,597,2231.9415353152203,597,
2277,643,2791,570,2240.2968989050632,570,
2299,629,2799,549,2242.1169215040063,549,
2320,619,2812,526,2245.149983163221,526,
2325,619,2815,522,2245.8630948099635,522,
2325,619,2830,519,2249.502004396853,519,
2325,619,2858,515,2256.616805295308,515,
2325,619,2914,514,2272.064693283514,514,
2342,616,2952,512,2283.4356640433634,512,
2364,616,2970,511,2289.0634527525635,511,
2370,618,2994,511,2296.8023575057136,511,
2371,620,3006,511,2300.770805707575,511,
2371,620,3029,509,2308.557873875363,509,
2371,620,3063,507,2320.494738094957,507,
2401,632,3076,505,2325.189889641967,505,
2420,643,3077,505,2325.5540100718454,505,
2424,645,3091,502,2330.6956060843604,502,
2425,646,3111,498,2338.181271591936,498,
2425,646,3136,493,2347.7662908297975,493,
2425,646,3172,490,2362.0017184567623,490,
2440,653,3208,489,2376.7318212020286,489,
2481,670,3284,487,2409.37428792505,487,
2491,677,3323,488,2426.8988281469474,488,
2491,678,3336,489,2432.8519881352477,489,
2491,678,3389,491,2457.6800263636796,491,
2491,678,3458,496,2491.2847364154486,496,
2492,678,3541,502,2533.498343682212,502,
2504,685,3559,511,2542.8964151845134,511,
2520,694,3555,518,2540.800708377937,518,
2522,695,3556,527,2541.3242488844617,527,
2522,695,3570,532,2548.6807472372884,532,
2522,695,3582,532,2555.0259580654447,532,
2522,695,3594,533,2561.407282501679,533,
2522,695,3618,533,2574.2764881166,533,
2522,695,3620,533,2575.355251072855,533,
2538,695,3622,533,2576.4349783169064,533,
2567,695,3627,534,2579.1385020332395,534,
2574,695,3632,534,2581.848008790121,534,
2574,695,3640,533,2586.1955868009018,533,
2574,695,3642,534,2587.2848472475375,534,
2574,695,3645,533,2588.9205043740467,533,
2575,695,3652,532,2592.7452468323754,532,
2591,674,3694,530,2615.930737774366,530,
2601,663,3726,529,2633.8610400159287,529,
2607,654,3787,527,2668.646712161533,527,
2616,638,3839,525,2698.8967251019067,525,
2616,637,3864,524,2713.6261738038584,524,
2616,637,3858,521,2710.080354894372,521,
2620,627,3868,513,2715.9937869246014,513,
2637,551,3885,507,2726.089150857483,507,
2649,525,3907,495,2739.231873322995,495,
2655,513,3939,478,2758.502013707622,478,
2655,512,3960,454,2771.244282843475,454,
2655,512,4022,418,2809.2914629632533,418,
2665,491,4046,397,2824.1843004491334,397,
2681,448,4049,384,2826.052172192268,384,
2696,415,4053,375,2828.544810214128,375,
2702,397,4060,362,2832.912788693986,362,
2702,396,4092,343,2852.974244445983,343,
2703,396,4095,327,2854.862758841349,327,
2708,387,4107,310,2862.4298833472085,310,
2721,355,4118,294,2869.3846088986966,294,
2734,326,4122,282,2871.9178730368544,282,
2741,301,4139,274,2882.7093776319125,274,
2743,298,4190,260,2915.321766762594,260,
2743,298,4237,245,2945.679349221833,245,
2746,295,4299,226,2986.144911864186,226,
2760,276,4355,201,3023.0804302812107,201,
2775,267,4397,174,3051.008658874077,174,
2789,259,4409,161,3059.02239194733,161,
2813,228,4443,141,3081.8079372344764,141,
2820,206,4443,129,3081.8079372344764,129,
2822,197,4443,106,3081.8079372344764,106,
2823,195,4443,91,3081.8079372344764,91,
2823,195,4443,80,3081.8079372344764,80,
2823,195,4443,72,3081.8079372344764,72,
2823,195,4443,64,3081.8079372344764,64,
2825,212,4443,56,3081.8079372344764,56,
2832,303,4443,58,3081.8079372344764,58,
2832,326,4443,62,3081.8079372344764,62,
2832,326,4443,75,3081.8079372344764,75,
2832,326,4443,82,3081.8079372344764,82,
2832,329,4443,88,3081.8079372344764,88,
2838,401,4443,92,3081.8079372344764,92,
2847,457,4443,95,3081.8079372344764,95,
2848,459,4443,102,3081.8079372344764,102,
2848,459,4443,109,3081.8079372344764,109,
2848,459,4443,123,3081.8079372344764,123,
2848,477,4443,141,3081.8079372344764,141,
2856,531,4443,152,3081.8079372344764,152,
2860,549,4443,170,3081.8079372344764,170,
2861,549,4443,184,3081.8079372344764,184,
2861,549,4443,198,3081.8079372344764,198,
2861,550,4443,223,3081.8079372344764,223,
2867,604,4443,239,3081.8079372344764,239,
2875,629,4443,252,3081.8079372344764,252,
2875,629,4443,270,3081.8079372344764,270,
2875,629,4443,282,3081.8079372344764,282,
2875,629,4443,295,3081.8079372344764,295,
2891,637,4443,304,3081.8079372344764,304,
2907,648,4443,316,3081.8079372344764,316,
2909,651,4443,344,3081.8079372344764,344,
2909,651,4443,369,3081.8079372344764,369,
2909,651,4443,384,3081.8079372344764,384,
2913,653,4443,391,3081.8079372344764,391,
2935,663,4443,403,3081.8079372344764,403,
2941,669,4443,414,3081.8079372344764,414,
2942,670,4443,423,3081.8079372344764,423,
2942,670,4443,434,3081.8079372344764,434,
2942,670,4443,442,3081.8079372344764,442,
2956,672,4443,449,3081.8079372344764,449,
2996,689,4443,452,3081.8079372344764,452,
3002,692,4443,456,3081.8079372344764,456,
3002,692,4443,464,3081.8079372344764,464,
3001,692,4443,473,3081.8079372344764,473,
3013,699,4443,479,3081.8079372344764,479,
3021,707,4443,490,3081.8079372344764,490,
3021,707,4443,500,3081.8079372344764,500,
3021,707,4443,511,3081.8079372344764,511,
3021,707,4443,517,3081.8079372344764,517,
3005,707,4443,522,3081.8079372344764,522,
2979,707,4443,531,3081.8079372344764,531,
2965,707,4443,534,3081.8079372344764,534,
2964,707,4443,543,3081.8079372344764,543,
2908,705,4443,545,3081.8079372344764,545,
2852,700,4443,549,3081.8079372344764,549,
2850,700,4443,552,3081.8079372344764,552,
2850,700,4443,553,3081.8079372344764,553,
2848,700,4443,558,3081.8079372344764,558,
2829,697,4443,558,3081.8079372344764,558,
2811,695,4443,556,3081.8079372344764,556,
2795,689,4443,554,3081.8079372344764,554,
2794,688,4443,550,3081.8079372344764,550,
